name,joints,link_length,prev_axe,dof,mu,time,LCI,Z
roll_z_0_1pitch_y_0_1pitch_y_0_4roll_y_0_1roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.1__0.4__0.1__0.4_,z_y__y__y__y_,5,0.411,2.15,4.2,0.007
roll_z_0_1roll_y_0_1pitch_y_0_7pitch_y_0_1pitch_x_0_1,roll_roll__pitch__pitch__pitch_,0.1_0.1__0.7__0.1__0.1_,z_y__y__y__x_,5,0.0,2.21,4.866,0.0
roll_z_0_1pitch_y_0_1pitch_x_0_7pitch_x_0_7roll_x_0_4,roll_pitch__pitch__pitch__roll_,0.1_0.1__0.7__0.7__0.4_,z_y__x__x__x_,5,0.0,3.32,4.879,0.0
roll_z_0_1pitch_y_0_1pitch_x_0_4pitch_y_0_4roll_z_0_7,roll_pitch__pitch__pitch__roll_,0.1_0.1__0.4__0.4__0.7_,z_y__x__y__z_,5,0.0,2.76,4.774,0.0
roll_z_0_1pitch_y_0_4pitch_z_0_7pitch_y_0_7pitch_z_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.7__0.7__0.1_,z_y__z__y__z_,5,0.22,3.32,4.924,0.005
roll_z_0_1roll_y_0_1roll_y_0_7pitch_y_0_4roll_y_0_4,roll_roll__roll__pitch__roll_,0.1_0.1__0.7__0.4__0.4_,z_y__y__y__y_,5,0.168,2.67,4.304,0.007
roll_z_0_1pitch_y_0_7pitch_y_0_4roll_y_0_7pitch_y_0_7,roll_pitch__pitch__roll__pitch_,0.1_0.7__0.4__0.7__0.7_,z_y__y__y__y_,5,0.0,2.86,4.599,0.0
roll_z_0_1pitch_y_0_7roll_y_0_1pitch_y_0_7roll_z_0_4,roll_pitch__roll__pitch__roll_,0.1_0.7__0.1__0.7__0.4_,z_y__y__y__z_,5,0.0,2.56,4.935,0.0
roll_z_0_1pitch_y_0_7pitch_y_0_4pitch_z_0_4roll_x_0_1,roll_pitch__pitch__pitch__roll_,0.1_0.7__0.4__0.4__0.1_,z_y__y__z__x_,5,0.209,2.6,4.935,0.005
roll_z_0_1roll_y_0_4pitch_y_0_7pitch_x_0_4roll_z_0_1,roll_roll__pitch__pitch__roll_,0.1_0.4__0.7__0.4__0.1_,z_y__y__x__z_,5,0.209,2.66,4.891,0.005
roll_z_0_1roll_y_0_7pris_y_0_4roll_x_0_1roll_y_0_4,roll_roll__pris__roll__roll_,0.1_0.7__0.4__0.1__0.4_,z_y__y__x__y_,5,0.177,1.67,2.753,0.002
roll_z_0_1pitch_y_0_4pitch_y_0_1roll_y_0_1roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.4__0.1__0.1__0.4_,z_y__y__y__y_,5,0.188,2.83,4.859,0.002
roll_z_0_1roll_y_0_4pris_z_0_7pitch_y_0_1pris_z_0_7,roll_roll__pris__pitch__pris_,0.1_0.4__0.7__0.1__0.7_,z_y__z__y__z_,5,0.172,1.82,2.315,0.002
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_7pitch_x_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.4__0.7__0.4_,z_y__x__y__x_,5,0.152,2.36,4.875,0.002
roll_z_0_1pitch_y_0_7pitch_y_0_1roll_y_0_4pris_z_0_4,roll_pitch__pitch__roll__pris_,0.1_0.7__0.1__0.4__0.4_,z_y__y__y__z_,5,0.166,2.02,2.701,0.002
roll_z_0_1pitch_y_0_4roll_z_0_1pitch_y_0_1pitch_z_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.1__0.1__0.4_,z_y__z__y__z_,5,0.177,2.4,3.572,0.001
roll_z_0_1roll_y_0_7pitch_y_0_4pitch_z_0_7pitch_x_0_4,roll_roll__pitch__pitch__pitch_,0.1_0.7__0.4__0.7__0.4_,z_y__y__z__x_,5,0.209,2.53,4.935,0.004
roll_z_0_1pitch_y_0_7pitch_x_0_4roll_z_0_1pitch_y_0_4,roll_pitch__pitch__roll__pitch_,0.1_0.7__0.4__0.1__0.4_,z_y__x__z__y_,5,0.372,3.14,3.748,0.003
roll_z_0_1roll_y_0_7pitch_y_0_1pitch_x_0_1pitch_x_0_4,roll_roll__pitch__pitch__pitch_,0.1_0.7__0.1__0.1__0.4_,z_y__y__x__x_,5,0.192,2.15,2.958,0.009
roll_z_0_1roll_y_0_4roll_y_0_4roll_y_0_7pris_z_0_7,roll_roll__roll__roll__pris_,0.1_0.4__0.4__0.7__0.7_,z_y__y__y__z_,5,0.17,1.75,3.237,0.002
roll_z_0_1roll_y_0_4pitch_y_0_4roll_x_0_4roll_y_0_4,roll_roll__pitch__roll__roll_,0.1_0.4__0.4__0.4__0.4_,z_y__y__x__y_,5,0.195,2.07,3.583,0.001
roll_z_0_1pitch_y_0_7roll_x_0_7roll_y_0_1roll_y_0_7,roll_pitch__roll__roll__roll_,0.1_0.7__0.7__0.1__0.7_,z_y__x__y__y_,5,0.203,2.81,2.975,0.008
roll_z_0_1pitch_y_0_4pitch_y_0_4pitch_z_0_7pitch_y_0_4,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.7__0.4_,z_y__y__z__y_,5,0.167,3.67,4.161,0.007
roll_z_0_1pitch_y_0_4pitch_x_0_4pitch_y_0_1pitch_y_0_4,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.1__0.4_,z_y__x__y__y_,5,0.192,2.36,3.995,0.002
roll_z_0_1pitch_y_0_1roll_y_0_7pitch_y_0_1roll_z_0_4,roll_pitch__roll__pitch__roll_,0.1_0.1__0.7__0.1__0.4_,z_y__y__y__z_,5,0.172,2.08,3.482,0.001
roll_z_0_1pitch_y_0_7pitch_y_0_7roll_x_0_7roll_y_0_7,roll_pitch__pitch__roll__roll_,0.1_0.7__0.7__0.7__0.7_,z_y__y__x__y_,5,0.174,3.21,3.667,0.004
roll_z_0_1pitch_y_0_7pitch_x_0_7roll_y_0_7pitch_y_0_4,roll_pitch__pitch__roll__pitch_,0.1_0.7__0.7__0.7__0.4_,z_y__x__y__y_,5,0.0,2.55,3.889,0.001
roll_z_0_1pitch_y_0_4pitch_x_0_4pitch_x_0_1pitch_y_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.1__0.1_,z_y__x__x__y_,5,0.0,2.55,3.415,0.001
roll_z_0_1pitch_y_0_7pitch_z_0_4pitch_y_0_7pitch_y_0_7,roll_pitch__pitch__pitch__pitch_,0.1_0.7__0.4__0.7__0.7_,z_y__z__y__y_,5,0.188,2.87,4.634,0.002
roll_z_0_1pitch_y_0_7pitch_y_0_4pitch_x_0_1pitch_y_0_4,roll_pitch__pitch__pitch__pitch_,0.1_0.7__0.4__0.1__0.4_,z_y__y__x__y_,5,0.0,2.6,4.025,0.001
roll_z_0_1pitch_y_0_1pris_x_0_7pitch_y_0_1roll_z_0_1,roll_pitch__pris__pitch__roll_,0.1_0.1__0.7__0.1__0.1_,z_y__x__y__z_,5,0.17,4.08,4.057,0.003
roll_z_0_1pitch_y_0_7roll_x_0_7pitch_y_0_4roll_x_0_1,roll_pitch__roll__pitch__roll_,0.1_0.7__0.7__0.4__0.1_,z_y__x__y__x_,5,0.319,2.46,3.573,0.001
roll_z_0_1roll_y_0_7pitch_y_0_4pitch_y_0_4pitch_y_0_7,roll_roll__pitch__pitch__pitch_,0.1_0.7__0.4__0.4__0.7_,z_y__y__y__y_,5,0.0,1.95,3.431,0.002
roll_z_0_1pitch_y_0_4pitch_z_0_1pitch_x_0_7roll_z_0_7,roll_pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.7__0.7_,z_y__z__x__z_,5,0.168,2.96,3.123,0.003
roll_z_0_1roll_y_0_7pitch_y_0_4roll_x_0_7pitch_y_0_1,roll_roll__pitch__roll__pitch_,0.1_0.7__0.4__0.7__0.1_,z_y__y__x__y_,5,0.173,2.31,4.916,0.0
roll_z_0_1pitch_y_0_1pitch_x_0_4pitch_x_0_4roll_x_0_1,roll_pitch__pitch__pitch__roll_,0.1_0.1__0.4__0.4__0.1_,z_y__x__x__x_,5,0.2,2.0,4.311,0.005
roll_z_0_1pitch_y_0_1roll_y_0_7pitch_y_0_4pitch_x_0_7,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.7__0.4__0.7_,z_y__y__y__x_,5,0.0,2.8,4.935,0.0
roll_z_0_1pitch_y_0_1pitch_y_0_4roll_x_0_7pitch_y_0_7,roll_pitch__pitch__roll__pitch_,0.1_0.1__0.4__0.7__0.7_,z_y__y__x__y_,5,0.157,2.92,4.831,0.002
roll_z_0_1roll_y_0_4pris_z_0_7roll_y_0_7pitch_y_0_4,roll_roll__pris__roll__pitch_,0.1_0.4__0.7__0.7__0.4_,z_y__z__y__y_,5,0.17,2.97,2.742,0.002
roll_z_0_1pitch_y_0_4pitch_y_0_1roll_z_0_1pitch_y_0_7,roll_pitch__pitch__roll__pitch_,0.1_0.4__0.1__0.1__0.7_,z_y__y__z__y_,5,0.215,2.87,3.359,0.002
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_4roll_x_0_1,roll_pitch__roll__pitch__roll_,0.1_0.1__0.4__0.4__0.1_,z_y__x__y__x_,5,0.205,4.06,3.134,0.003
roll_z_0_1pitch_y_0_7pitch_z_0_4pitch_x_0_4pitch_y_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.7__0.4__0.4__0.1_,z_y__z__x__y_,5,0.173,2.65,4.915,0.001
roll_z_0_1pitch_y_0_7pitch_x_0_7pitch_x_0_4roll_x_0_1,roll_pitch__pitch__pitch__roll_,0.1_0.7__0.7__0.4__0.1_,z_y__x__x__x_,5,0.0,2.78,3.236,0.0
roll_z_0_1roll_y_0_1pitch_y_0_4roll_x_0_4pris_y_0_4,roll_roll__pitch__roll__pris_,0.1_0.1__0.4__0.4__0.4_,z_y__y__x__y_,5,0.0,2.14,2.915,0.001
roll_z_0_1pitch_y_0_1pitch_z_0_4pitch_z_0_4pitch_z_0_7,roll_pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.4__0.7_,z_y__z__z__z_,5,0.0,2.61,2.897,0.004
roll_z_0_1pitch_y_0_4pitch_z_0_7roll_x_0_1roll_y_0_7,roll_pitch__pitch__roll__roll_,0.1_0.4__0.7__0.1__0.7_,z_y__z__x__y_,5,0.0,2.72,4.529,0.003
roll_z_0_1pitch_y_0_4pitch_z_0_4pitch_y_0_4pitch_z_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.4__0.1_,z_y__z__y__z_,5,0.19,2.4,2.237,0.003
roll_z_0_1roll_y_0_7pitch_y_0_1roll_y_0_4roll_y_0_1,roll_roll__pitch__roll__roll_,0.1_0.7__0.1__0.4__0.1_,z_y__y__y__y_,5,0.16,2.2,3.228,0.001
roll_z_0_1roll_y_0_7pitch_y_0_7pitch_x_0_4roll_z_0_1,roll_roll__pitch__pitch__roll_,0.1_0.7__0.7__0.4__0.1_,z_y__y__x__z_,5,0.184,2.0,3.201,0.001
roll_z_0_1pitch_y_0_7pitch_y_0_4pitch_x_0_4roll_z_0_1,roll_pitch__pitch__pitch__roll_,0.1_0.7__0.4__0.4__0.1_,z_y__y__x__z_,5,0.0,2.87,4.45,0.002
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_7pitch_x_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.7__0.1_,z_y__x__y__x_,5,0.154,2.57,4.622,0.003
roll_z_0_1pitch_y_0_4pitch_y_0_4pitch_y_0_1pitch_y_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.1__0.1_,z_y__y__y__y_,5,0.17,2.53,4.921,0.0
roll_z_0_1pitch_y_0_1roll_x_0_4pris_z_0_4pris_y_0_7,roll_pitch__roll__pris__pris_,0.1_0.1__0.4__0.4__0.7_,z_y__x__z__y_,5,0.199,2.26,4.454,0.001
roll_z_0_1pitch_y_0_1roll_z_0_7pitch_y_0_1roll_z_0_7,roll_pitch__roll__pitch__roll_,0.1_0.1__0.7__0.1__0.7_,z_y__z__y__z_,5,0.0,3.62,4.415,0.0
roll_z_0_1pitch_y_0_1pitch_x_0_4roll_z_0_7pitch_y_0_1,roll_pitch__pitch__roll__pitch_,0.1_0.1__0.4__0.7__0.1_,z_y__x__z__y_,5,0.182,2.42,4.919,0.0
roll_z_0_1pitch_y_0_7pitch_x_0_4pris_x_0_7roll_x_0_7,roll_pitch__pitch__pris__roll_,0.1_0.7__0.4__0.7__0.7_,z_y__x__x__x_,5,0.201,3.03,3.835,0.004
roll_z_0_1pitch_y_0_7pitch_z_0_1pitch_y_0_7roll_y_0_1,roll_pitch__pitch__pitch__roll_,0.1_0.7__0.1__0.7__0.1_,z_y__z__y__y_,5,0.191,2.8,4.681,0.005
roll_z_0_1pitch_y_0_7pris_y_0_4roll_z_0_1pitch_y_0_4,roll_pitch__pris__roll__pitch_,0.1_0.7__0.4__0.1__0.4_,z_y__y__z__y_,5,0.0,2.01,3.664,0.001
roll_z_0_1pitch_y_0_1pitch_x_0_7roll_z_0_4roll_y_0_1,roll_pitch__pitch__roll__roll_,0.1_0.1__0.7__0.4__0.1_,z_y__x__z__y_,5,0.211,2.11,3.233,0.0
roll_z_0_1roll_y_0_7pitch_y_0_4pitch_y_0_4roll_x_0_4,roll_roll__pitch__pitch__roll_,0.1_0.7__0.4__0.4__0.4_,z_y__y__y__x_,5,0.0,3.36,4.867,0.001
roll_z_0_1pitch_y_0_1pris_y_0_4roll_y_0_4pris_z_0_7,roll_pitch__pris__roll__pris_,0.1_0.1__0.4__0.4__0.7_,z_y__y__y__z_,5,0.147,2.36,3.342,0.001
roll_z_0_1roll_y_0_7roll_y_0_4pitch_y_0_1pris_z_0_4,roll_roll__roll__pitch__pris_,0.1_0.7__0.4__0.1__0.4_,z_y__y__y__z_,5,0.16,1.9,2.579,0.002
roll_z_0_1pitch_y_0_1pris_y_0_7roll_y_0_4pitch_y_0_1,roll_pitch__pris__roll__pitch_,0.1_0.1__0.7__0.4__0.1_,z_y__y__y__y_,5,0.17,1.82,2.769,0.002
roll_z_0_1pitch_y_0_7roll_z_0_7pitch_y_0_4roll_y_0_1,roll_pitch__roll__pitch__roll_,0.1_0.7__0.7__0.4__0.1_,z_y__z__y__y_,5,0.191,2.36,3.822,0.004
roll_z_0_1roll_y_0_4pitch_y_0_1roll_x_0_7roll_y_0_1,roll_roll__pitch__roll__roll_,0.1_0.4__0.1__0.7__0.1_,z_y__y__x__y_,5,0.2,2.61,4.935,0.004
roll_z_0_1pitch_y_0_4pitch_x_0_1pitch_y_0_7pitch_x_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.1__0.7__0.1_,z_y__x__y__x_,5,0.169,2.88,4.093,0.001
roll_z_0_1pitch_y_0_7pitch_z_0_7pitch_z_0_1pitch_x_0_4,roll_pitch__pitch__pitch__pitch_,0.1_0.7__0.7__0.1__0.4_,z_y__z__z__x_,5,0.181,3.28,3.619,0.003
roll_z_0_1pitch_y_0_4pitch_y_0_4roll_z_0_7roll_y_0_1,roll_pitch__pitch__roll__roll_,0.1_0.4__0.4__0.7__0.1_,z_y__y__z__y_,5,0.0,3.57,4.935,0.001
roll_z_0_1pitch_y_0_1pitch_y_0_7roll_y_0_1roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.1__0.7__0.1__0.4_,z_y__y__y__y_,5,0.164,4.76,4.824,0.001
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_x_0_7,roll_roll__pitch__pitch__roll_,0.1_0.1__0.4__0.1__0.7_,z_y__y__y__x_,5,0.203,2.71,3.4,0.005
roll_z_0_1pitch_y_0_1pitch_z_0_4pitch_y_0_1pris_z_0_7,roll_pitch__pitch__pitch__pris_,0.1_0.1__0.4__0.1__0.7_,z_y__z__y__z_,5,0.0,3.21,3.021,0.001
roll_z_0_1pitch_y_0_4pitch_x_0_1pitch_x_0_4roll_x_0_7,roll_pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.4__0.7_,z_y__x__x__x_,5,0.206,2.31,3.411,0.001
roll_z_0_1pitch_y_0_1pitch_x_0_1pitch_z_0_7pitch_y_0_4,roll_pitch__pitch__pitch__pitch_,0.1_0.1__0.1__0.7__0.4_,z_y__x__z__y_,5,0.0,2.74,4.934,0.0
roll_z_0_1pitch_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_4,roll_pitch__pitch__pitch__roll_,0.1_0.1__0.4__0.1__0.4_,z_y__y__y__y_,5,0.441,4.49,4.935,0.041
roll_z_0_1pitch_y_0_4pris_y_0_4pitch_y_0_4pitch_x_0_4,roll_pitch__pris__pitch__pitch_,0.1_0.4__0.4__0.4__0.4_,z_y__y__y__x_,5,0.151,2.92,3.395,0.001
roll_z_0_1pitch_y_0_7pitch_x_0_1pitch_y_0_7roll_z_0_4,roll_pitch__pitch__pitch__roll_,0.1_0.7__0.1__0.7__0.4_,z_y__x__y__z_,5,0.0,3.11,4.929,0.003
roll_z_0_1pitch_y_0_7pitch_y_0_1pitch_z_0_4pitch_z_0_7,roll_pitch__pitch__pitch__pitch_,0.1_0.7__0.1__0.4__0.7_,z_y__y__z__z_,5,0.0,3.11,4.909,0.0
roll_z_0_1pitch_y_0_7pitch_z_0_7pitch_y_0_4roll_x_0_1,roll_pitch__pitch__pitch__roll_,0.1_0.7__0.7__0.4__0.1_,z_y__z__y__x_,5,0.181,2.76,2.903,0.004
roll_z_0_1pitch_y_0_1pitch_y_0_7roll_y_0_4roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.1__0.7__0.4__0.4_,z_y__y__y__y_,5,0.201,2.26,2.932,0.011
roll_z_0_1roll_y_0_1pitch_y_0_1pitch_x_0_1roll_z_0_7,roll_roll__pitch__pitch__roll_,0.1_0.1__0.1__0.1__0.7_,z_y__y__x__z_,5,0.0,3.16,4.487,0.0
roll_z_0_1pitch_y_0_7roll_y_0_4roll_y_0_1pitch_y_0_1,roll_pitch__roll__roll__pitch_,0.1_0.7__0.4__0.1__0.1_,z_y__y__y__y_,5,0.161,3.72,4.802,0.001
roll_z_0_1pitch_y_0_1roll_z_0_7pitch_y_0_4pitch_x_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.7__0.4__0.1_,z_y__z__y__x_,5,0.0,2.61,3.194,0.0
roll_z_0_1pitch_y_0_1pitch_z_0_1pitch_x_0_7roll_y_0_4,roll_pitch__pitch__pitch__roll_,0.1_0.1__0.1__0.7__0.4_,z_y__z__x__y_,5,0.0,3.26,3.349,0.001
roll_z_0_1pitch_y_0_4roll_y_0_4pitch_y_0_4pitch_x_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.4__0.4_,z_y__y__y__x_,5,0.154,2.86,3.874,0.002
roll_z_0_1pitch_y_0_1pitch_z_0_4roll_y_0_1pris_y_0_7,roll_pitch__pitch__roll__pris_,0.1_0.1__0.4__0.1__0.7_,z_y__z__y__y_,5,0.0,1.86,3.596,0.002
roll_z_0_1roll_y_0_7pitch_y_0_4roll_z_0_1pitch_y_0_1,roll_roll__pitch__roll__pitch_,0.1_0.7__0.4__0.1__0.1_,z_y__y__z__y_,5,0.0,2.36,4.265,0.009
roll_z_0_1roll_y_0_7pitch_y_0_1pitch_z_0_4pitch_y_0_7,roll_roll__pitch__pitch__pitch_,0.1_0.7__0.1__0.4__0.7_,z_y__y__z__y_,5,0.0,2.68,2.424,0.001
roll_z_0_1roll_y_0_4pitch_y_0_7pitch_y_0_4roll_x_0_7,roll_roll__pitch__pitch__roll_,0.1_0.4__0.7__0.4__0.7_,z_y__y__y__x_,5,0.176,2.19,3.547,0.008
roll_z_0_1pitch_y_0_4pris_x_0_4pitch_y_0_1roll_y_0_1,roll_pitch__pris__pitch__roll_,0.1_0.4__0.4__0.1__0.1_,z_y__x__y__y_,5,0.0,1.76,2.377,0.0
roll_z_0_1pitch_y_0_4pitch_z_0_4pitch_y_0_4roll_z_0_7,roll_pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.4__0.7_,z_y__z__y__z_,5,0.0,2.9,4.935,0.001
roll_z_0_1pitch_y_0_4pitch_y_0_1pitch_y_0_1roll_y_0_4,roll_pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.1__0.4_,z_y__y__y__y_,5,0.184,2.22,3.683,0.002
roll_z_0_1roll_y_0_1pitch_y_0_1pitch_x_0_7pitch_z_0_7,roll_roll__pitch__pitch__pitch_,0.1_0.1__0.1__0.7__0.7_,z_y__y__x__z_,5,0.187,2.37,3.206,0.0
roll_z_0_1pitch_y_0_4pitch_y_0_4pitch_z_0_7pitch_y_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.7__0.1_,z_y__y__z__y_,5,0.172,4.0,4.77,0.003
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_x_0_4,roll_roll__pitch__pitch__roll_,0.1_0.1__0.4__0.1__0.4_,z_y__y__y__x_,5,0.156,2.85,3.278,0.002
roll_z_0_1pitch_y_0_4pitch_z_0_1pitch_z_0_4pitch_z_0_7,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.1__0.4__0.7_,z_y__z__z__z_,5,0.192,2.7,4.935,0.005
roll_z_0_1pitch_y_0_7pitch_y_0_1pitch_y_0_1roll_z_0_7,roll_pitch__pitch__pitch__roll_,0.1_0.7__0.1__0.1__0.7_,z_y__y__y__z_,5,0.0,3.28,4.935,0.001
roll_z_0_1pitch_y_0_4pris_y_0_7pitch_x_0_1roll_z_0_7,roll_pitch__pris__pitch__roll_,0.1_0.4__0.7__0.1__0.7_,z_y__y__x__z_,5,0.355,3.03,4.91,0.005
roll_z_0_1pitch_y_0_7pitch_z_0_7pitch_x_0_1pitch_z_0_4,roll_pitch__pitch__pitch__pitch_,0.1_0.7__0.7__0.1__0.4_,z_y__z__x__z_,5,0.188,3.01,4.935,0.004
roll_z_0_1pitch_y_0_1pitch_x_0_7pitch_x_0_7pitch_z_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.1__0.7__0.7__0.1_,z_y__x__x__z_,5,0.18,2.36,4.889,0.001
roll_z_0_1pitch_y_0_4roll_y_0_4pitch_y_0_4pitch_x_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.4__0.1_,z_y__y__y__x_,5,0.16,2.81,3.197,0.002
roll_z_0_1pitch_y_0_1pitch_y_0_1roll_z_0_7roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.1__0.1__0.7__0.4_,z_y__y__z__y_,5,0.148,2.11,4.217,0.002
roll_z_0_1pitch_y_0_4roll_y_0_4roll_y_0_7roll_y_0_4,roll_pitch__roll__roll__roll_,0.1_0.4__0.4__0.7__0.4_,z_y__y__y__y_,5,0.0,2.23,4.021,0.0
roll_z_0_1pitch_y_0_1pitch_x_0_7pitch_z_0_1roll_z_0_7,roll_pitch__pitch__pitch__roll_,0.1_0.1__0.7__0.1__0.7_,z_y__x__z__z_,5,0.0,3.18,4.862,0.002
roll_z_0_1pitch_y_0_1roll_z_0_7pitch_y_0_7pitch_x_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.7__0.7__0.4_,z_y__z__y__x_,5,0.0,2.58,3.945,0.003
roll_z_0_1roll_y_0_7pitch_y_0_7pitch_x_0_7pitch_z_0_1,roll_roll__pitch__pitch__pitch_,0.1_0.7__0.7__0.7__0.1_,z_y__y__x__z_,5,0.368,2.33,3.49,0.0
roll_z_0_1pitch_y_0_4pitch_y_0_4pitch_x_0_7roll_z_0_1,roll_pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.7__0.1_,z_y__y__x__z_,5,0.21,3.89,4.2,0.002
roll_z_0_1pitch_y_0_4roll_z_0_7pitch_y_0_4roll_x_0_7,roll_pitch__roll__pitch__roll_,0.1_0.4__0.7__0.4__0.7_,z_y__z__y__x_,5,0.19,2.66,4.28,0.0
roll_z_0_1pitch_y_0_7pitch_y_0_1pitch_x_0_4pitch_z_0_4,roll_pitch__pitch__pitch__pitch_,0.1_0.7__0.1__0.4__0.4_,z_y__y__x__z_,5,0.0,3.32,4.576,0.004
roll_z_0_1pitch_y_0_1pitch_z_0_4pitch_z_0_1pitch_z_0_4,roll_pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.1__0.4_,z_y__z__z__z_,5,0.164,3.05,4.935,0.006
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_x_0_4pitch_y_0_1,roll_roll__pitch__pitch__pitch_,0.1_0.4__0.4__0.4__0.1_,z_y__y__x__y_,5,0.15,2.06,4.031,0.002
roll_z_0_1pitch_y_0_4pitch_y_0_7pitch_x_0_1pitch_y_0_7,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.7__0.1__0.7_,z_y__y__x__y_,5,0.0,3.08,3.645,0.0
roll_z_0_1pitch_y_0_1roll_z_0_1pitch_y_0_4roll_y_0_4,roll_pitch__roll__pitch__roll_,0.1_0.1__0.1__0.4__0.4_,z_y__z__y__y_,5,0.148,2.69,2.905,0.001
roll_z_0_1pitch_y_0_7pitch_x_0_7pitch_y_0_4roll_z_0_1,roll_pitch__pitch__pitch__roll_,0.1_0.7__0.7__0.4__0.1_,z_y__x__y__z_,5,0.0,2.56,3.443,0.004
roll_z_0_1roll_y_0_7roll_y_0_4pitch_y_0_1roll_y_0_1,roll_roll__roll__pitch__roll_,0.1_0.7__0.4__0.1__0.1_,z_y__y__y__y_,5,0.0,2.77,3.205,0.0
roll_z_0_1pitch_y_0_1pitch_z_0_1pitch_z_0_1roll_x_0_7,roll_pitch__pitch__pitch__roll_,0.1_0.1__0.1__0.1__0.7_,z_y__z__z__x_,5,0.0,3.16,4.879,0.0
roll_z_0_1pitch_y_0_4pitch_z_0_4pitch_z_0_1pitch_y_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.1__0.1_,z_y__z__z__y_,5,0.417,2.84,3.051,0.022
roll_z_0_1pitch_y_0_1pitch_y_0_4pitch_y_0_4roll_x_0_7,roll_pitch__pitch__pitch__roll_,0.1_0.1__0.4__0.4__0.7_,z_y__y__y__x_,5,0.16,3.16,4.537,0.008
roll_z_0_1roll_y_0_1pris_y_0_7pitch_x_0_4roll_z_0_4,roll_roll__pris__pitch__roll_,0.1_0.1__0.7__0.4__0.4_,z_y__y__x__z_,5,0.0,2.06,3.238,0.001
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_x_0_1roll_x_0_4,roll_roll__pitch__pitch__roll_,0.1_0.4__0.4__0.1__0.4_,z_y__y__x__x_,5,0.153,3.66,4.114,0.002
roll_z_0_1roll_y_0_7pitch_y_0_7pitch_x_0_4pitch_y_0_4,roll_roll__pitch__pitch__pitch_,0.1_0.7__0.7__0.4__0.4_,z_y__y__x__y_,5,0.0,2.26,4.359,0.0
roll_z_0_1pitch_y_0_1pitch_x_0_1pitch_y_0_7pitch_x_0_4,roll_pitch__pitch__pitch__pitch_,0.1_0.1__0.1__0.7__0.4_,z_y__x__y__x_,5,0.187,2.56,3.888,0.004
roll_z_0_1pitch_y_0_7pitch_x_0_4pitch_y_0_7roll_z_0_4,roll_pitch__pitch__pitch__roll_,0.1_0.7__0.4__0.7__0.4_,z_y__x__y__z_,5,0.206,2.91,4.876,0.011
roll_z_0_1pitch_y_0_7roll_y_0_4pitch_y_0_4roll_z_0_7,roll_pitch__roll__pitch__roll_,0.1_0.7__0.4__0.4__0.7_,z_y__y__y__z_,5,0.166,2.86,3.931,0.008
roll_z_0_1pitch_y_0_4pris_x_0_7pitch_x_0_4roll_x_0_1,roll_pitch__pris__pitch__roll_,0.1_0.4__0.7__0.4__0.1_,z_y__x__x__x_,5,0.151,1.97,3.301,0.001
